Crowd Accuracy,Crowd Confidence,RF Accuracy,RF Confidence,Majority Vote Accuracy,crowd_id
0.7215400000000002,0.7999200000000001,0.8533333333333334,0.7387701587301587,0.8633333333333333,0
0.6873333333333335,0.8362999999999998,0.9066666666666666,0.6604044444444445,0.79,1
0.6980000000000001,0.83782,0.92,0.7208243386243386,0.8033333333333333,2
0.6733399999999999,0.8169199999999998,0.8533333333333334,0.7010395238095238,0.76,3
0.7233333333333333,0.8142266666666668,0.8133333333333334,0.7192761904761904,0.84,4
0.6848866666666666,0.80622,0.8133333333333334,0.6682483597883597,0.78,5
0.7069,0.8190933333333333,0.8533333333333334,0.7120265079365079,0.79,6
0.68866,0.8387266666666667,0.8666666666666667,0.7159373015873016,0.7766666666666666,7
0.6766733333333333,0.84222,0.8133333333333334,0.5883365079365079,0.78,8
0.6913333333333334,0.8167799999999998,0.8533333333333334,0.6910750793650794,0.8033333333333333,9
0.7117733333333334,0.8026466666666667,0.7733333333333333,0.676607619047619,0.8133333333333334,10
0.7246666666666667,0.8223999999999999,0.88,0.7142452380952381,0.82,11
0.6908866666666668,0.8600199999999999,0.9066666666666666,0.6670528571428571,0.7833333333333333,12
0.7273266666666665,0.8266933333333334,0.7733333333333333,0.7081696825396825,0.8033333333333333,13
0.68978,0.7949933333333333,0.8266666666666667,0.7149704232804233,0.7566666666666667,14
0.6580066666666665,0.8176799999999999,0.9066666666666666,0.7154396825396826,0.7633333333333333,15
0.7124533333333335,0.8188399999999998,0.8266666666666667,0.730887619047619,0.8033333333333333,16
0.7451,0.8074000000000001,0.88,0.7252593650793652,0.87,17
0.6755666666666668,0.8327600000000001,0.8266666666666667,0.6986829100529101,0.8,18
0.7220066666666668,0.8073466666666668,0.84,0.6896012698412698,0.84,19
0.72288,0.7990600000000002,0.9066666666666666,0.7156904761904762,0.8433333333333334,20
0.6984466666666667,0.82154,0.8266666666666667,0.7345166666666667,0.82,21
0.7039866666666668,0.7927333333333332,0.8,0.7069498412698413,0.8066666666666666,22
0.6960066666666668,0.7951866666666665,0.8666666666666667,0.6878355555555555,0.8133333333333334,23
0.6993333333333335,0.8033266666666665,0.9066666666666666,0.6874942328042327,0.8166666666666667,24
0.7102266666666667,0.8497266666666667,0.8666666666666667,0.7204690476190476,0.8433333333333334,25
0.68844,0.8349133333333333,0.88,0.7230701058201058,0.7933333333333333,26
0.7084533333333333,0.8230266666666667,0.8933333333333333,0.7350588888888888,0.7866666666666666,27
0.72288,0.8236266666666666,0.8266666666666667,0.6599612169312169,0.8233333333333334,28
0.6628799999999999,0.81432,0.84,0.7091714285714286,0.75,29
0.6733466666666666,0.8419533333333333,0.8133333333333334,0.7086314814814815,0.7733333333333333,30
0.72622,0.8106066666666666,0.9066666666666666,0.7169892063492065,0.86,31
0.7222133333333333,0.7944733333333333,0.84,0.7467676190476191,0.8466666666666667,32
0.7437800000000002,0.8191533333333333,0.9066666666666666,0.7445061904761905,0.8833333333333333,33
0.7331133333333335,0.8064533333333335,0.8666666666666667,0.7245392063492064,0.7933333333333333,34
0.7175533333333334,0.8144666666666665,0.8,0.6891753968253969,0.7933333333333333,35
0.7044466666666666,0.8068466666666668,0.9066666666666666,0.7246514814814815,0.8133333333333334,36
0.6982200000000002,0.8318,0.88,0.7006851851851853,0.7933333333333333,37
0.7271133333333334,0.8315400000000001,0.8933333333333333,0.7073518518518518,0.86,38
0.7002266666666667,0.8300333333333334,0.8133333333333334,0.7044590476190478,0.7966666666666666,39
0.6957666666666665,0.8269599999999999,0.8266666666666667,0.68786,0.8066666666666666,40
0.7051066666666668,0.8107466666666667,0.9066666666666666,0.7321102116402117,0.8366666666666667,41
0.7073266666666667,0.8127133333333334,0.8666666666666667,0.7240942857142858,0.8133333333333334,42
0.6553466666666666,0.8574866666666666,0.84,0.6685576719576719,0.7366666666666667,43
0.6904533333333335,0.81644,0.8266666666666667,0.6831048148148149,0.7666666666666667,44
0.6973266666666667,0.8087466666666666,0.8533333333333334,0.6943509523809523,0.8033333333333333,45
0.7022266666666668,0.7920466666666666,0.8933333333333333,0.7101063492063492,0.8166666666666667,46
0.6406733333333334,0.8484266666666668,0.88,0.653482503052503,0.7433333333333333,47
0.6991133333333334,0.8145800000000001,0.84,0.6977944973544974,0.8133333333333334,48
0.6915400000000002,0.8341333333333332,0.8933333333333333,0.7424413227513228,0.8,49
0.6751066666666665,0.7712000000000001,0.8666666666666667,0.7208009523809522,0.79,50
0.6851133333333334,0.8315666666666666,0.8533333333333334,0.6857020634920636,0.8133333333333334,51
0.7226666666666667,0.82544,0.92,0.7674158730158731,0.83,52
0.7060133333333333,0.8195533333333332,0.8933333333333333,0.7100280423280423,0.8233333333333334,53
0.6608866666666666,0.8031266666666667,0.8133333333333334,0.7003990476190477,0.7733333333333333,54
0.72,0.81902,0.8133333333333334,0.6480443386243385,0.85,55
0.7193333333333334,0.8408866666666667,0.88,0.7027013756613757,0.82,56
0.6766666666666665,0.7918466666666668,0.88,0.7143760317460317,0.81,57
0.7291066666666667,0.83824,0.8266666666666667,0.6930585714285715,0.8266666666666667,58
0.6948933333333333,0.8298933333333333,0.88,0.7234009523809525,0.8,59
0.6922333333333334,0.82256,0.8666666666666667,0.6834038095238095,0.7966666666666666,60
0.6795666666666665,0.8272733333333334,0.84,0.6543775661375661,0.7466666666666667,61
0.7268933333333334,0.8107866666666667,0.92,0.69245,0.85,62
0.6737733333333333,0.8320799999999998,0.84,0.7069843386243386,0.76,63
0.7397866666666668,0.8554666666666668,0.88,0.7241105820105821,0.8633333333333333,64
0.6839866666666666,0.83564,0.8933333333333333,0.6661485714285714,0.79,65
0.6926666666666665,0.82332,0.8133333333333334,0.713867037037037,0.8,66
0.65844,0.8070066666666666,0.8666666666666667,0.6795484656084657,0.7633333333333333,67
0.6860133333333333,0.8375333333333332,0.8533333333333334,0.6753601058201059,0.7866666666666666,68
0.6648933333333332,0.8123733333333334,0.7866666666666666,0.6644325396825397,0.77,69
0.6877733333333335,0.8346666666666667,0.8266666666666667,0.6854666378066377,0.8033333333333333,70
0.7162266666666667,0.8369866666666667,0.9333333333333333,0.7336113756613756,0.8566666666666667,71
0.6842199999999998,0.8369933333333333,0.88,0.6864065608465608,0.7733333333333333,72
0.6859933333333333,0.7929866666666666,0.88,0.7739731746031747,0.7933333333333333,73
0.6804466666666666,0.7885800000000001,0.92,0.6905055555555556,0.75,74
0.7237866666666668,0.7841933333333334,0.8533333333333334,0.6899986243386245,0.82,75
0.6773266666666667,0.8202200000000001,0.9066666666666666,0.7105791534391535,0.7666666666666667,76
0.6780066666666669,0.7898266666666665,0.8933333333333333,0.7193210582010581,0.8,77
0.7013400000000001,0.7965133333333332,0.8533333333333334,0.7101201443001444,0.8133333333333334,78
0.7117666666666665,0.8389266666666668,0.8666666666666667,0.6768071428571429,0.82,79
0.6669,0.7889666666666666,0.84,0.6570324338624339,0.8033333333333333,80
0.70066,0.8211666666666665,0.9333333333333333,0.7480587301587301,0.82,81
0.6997666666666668,0.8186333333333333,0.8533333333333334,0.6942574603174603,0.7933333333333333,82
0.7091066666666666,0.8113933333333333,0.88,0.7360217460317461,0.81,83
0.7035533333333334,0.8232733333333332,0.8266666666666667,0.6807450793650793,0.8166666666666667,84
0.6737799999999999,0.8317133333333333,0.8666666666666667,0.7002034920634921,0.7433333333333333,85
0.66734,0.8225666666666667,0.8533333333333334,0.7037887301587301,0.7866666666666666,86
0.6984333333333334,0.8186199999999998,0.8266666666666667,0.671859947089947,0.7866666666666666,87
0.7155666666666666,0.7979466666666666,0.84,0.7040242857142858,0.7866666666666666,88
0.7235466666666668,0.8055666666666668,0.8266666666666667,0.7032504761904763,0.8466666666666667,89
0.7104466666666667,0.8086533333333333,0.8933333333333333,0.7137895238095237,0.8133333333333334,90
0.7066666666666667,0.86196,0.8533333333333334,0.7005915873015872,0.8066666666666666,91
0.6842266666666668,0.8150733333333335,0.84,0.6710222222222222,0.8,92
0.7106533333333334,0.8359066666666666,0.8266666666666667,0.7567620634920633,0.84,93
0.722,0.80126,0.96,0.7317973015873016,0.8333333333333334,94
0.6953466666666669,0.83264,0.88,0.7571553968253968,0.81,95
0.6990999999999998,0.8201466666666666,0.88,0.7100960846560846,0.8033333333333333,96
0.7137933333333334,0.8150533333333332,0.84,0.6855309523809525,0.8233333333333334,97
0.6933400000000002,0.7963066666666666,0.88,0.7131482010582011,0.7733333333333333,98
0.6371000000000001,0.8175666666666666,0.8533333333333334,0.6735333333333332,0.7533333333333333,99
