Crowd Accuracy,Crowd Confidence,RF Accuracy,RF Confidence,Majority Vote Accuracy,crowd_id
0.6406733333333334,0.8484266666666668,0.8933333333333333,0.678178253968254,0.7433333333333333,47
0.6991133333333334,0.8145800000000001,0.9066666666666666,0.7464403174603175,0.8133333333333334,48
0.6915400000000002,0.8341333333333332,0.9066666666666666,0.7181355270655271,0.8,49
0.6751066666666665,0.7712000000000001,0.8,0.6746614285714286,0.79,50
0.6851133333333334,0.8315666666666666,0.88,0.712405238095238,0.8133333333333334,51
0.7226666666666667,0.82544,0.8,0.6952988359788359,0.83,52
0.7060133333333333,0.8195533333333332,0.7866666666666666,0.6755715343915343,0.8233333333333334,53
0.6608866666666666,0.8031266666666667,0.8666666666666667,0.6767014285714286,0.7733333333333333,54
0.72,0.81902,0.88,0.7388435978835979,0.85,55
0.7193333333333334,0.8408866666666667,0.9066666666666666,0.7123269312169314,0.82,56
0.6766666666666665,0.7918466666666668,0.9333333333333333,0.6999004232804233,0.81,57
0.7291066666666667,0.83824,0.92,0.7605607936507937,0.8266666666666667,58
0.6948933333333333,0.8298933333333333,0.8666666666666667,0.681273544973545,0.8,59
0.6922333333333334,0.82256,0.88,0.6992306349206351,0.7966666666666666,60
0.6795666666666665,0.8272733333333334,0.7866666666666666,0.6942972486772485,0.7466666666666667,61
0.7268933333333334,0.8107866666666667,0.8533333333333334,0.6270298412698412,0.85,62
0.6737733333333333,0.8320799999999998,0.84,0.7072553439153438,0.76,63
0.7397866666666668,0.8554666666666668,0.9333333333333333,0.713733492063492,0.8633333333333333,64
0.6839866666666666,0.83564,0.88,0.6892623280423281,0.79,65
0.6926666666666665,0.82332,0.9066666666666666,0.7257775661375662,0.8,66
0.65844,0.8070066666666666,0.92,0.6637410245310245,0.7633333333333333,67
0.6860133333333333,0.8375333333333332,0.8533333333333334,0.7056994179894179,0.7866666666666666,68
0.6648933333333332,0.8123733333333334,0.7733333333333333,0.692190582010582,0.77,69
0.6877733333333335,0.8346666666666667,0.9066666666666666,0.7532324867724867,0.8033333333333333,70
0.7162266666666667,0.8369866666666667,0.8666666666666667,0.6821977200577201,0.8566666666666667,71
0.6842199999999998,0.8369933333333333,0.8,0.7312419047619046,0.7733333333333333,72
0.6859933333333333,0.7929866666666666,0.9333333333333333,0.7404011111111112,0.7933333333333333,73
0.6804466666666666,0.7885800000000001,0.8533333333333334,0.6653019336219336,0.75,74
0.7237866666666668,0.7841933333333334,0.88,0.7464491534391535,0.82,75
0.6773266666666667,0.8202200000000001,0.9466666666666667,0.7512398412698412,0.7666666666666667,76
0.6780066666666669,0.7898266666666665,0.9066666666666666,0.7197970899470899,0.8,77
0.7013400000000001,0.7965133333333332,0.8666666666666667,0.7671861904761905,0.8133333333333334,78
0.7117666666666665,0.8389266666666668,0.9466666666666667,0.7426580375180375,0.82,79
0.6669,0.7889666666666666,0.9066666666666666,0.6884825541125541,0.8033333333333333,80
0.70066,0.8211666666666665,0.8533333333333334,0.7152104761904762,0.82,81
0.6997666666666668,0.8186333333333333,0.7866666666666666,0.6706538624338625,0.7933333333333333,82
0.7091066666666666,0.8113933333333333,0.8666666666666667,0.6894855555555556,0.81,83
0.7035533333333334,0.8232733333333332,0.8666666666666667,0.7550836507936508,0.8166666666666667,84
0.6737799999999999,0.8317133333333333,0.88,0.7204915343915345,0.7433333333333333,85
0.66734,0.8225666666666667,0.8533333333333334,0.6885979365079365,0.7866666666666666,86
0.6984333333333334,0.8186199999999998,0.84,0.6874392063492064,0.7866666666666666,87
0.7155666666666666,0.7979466666666666,0.84,0.706285291005291,0.7866666666666666,88
0.7235466666666668,0.8055666666666668,0.8266666666666667,0.7074216402116403,0.8466666666666667,89
0.7104466666666667,0.8086533333333333,0.9333333333333333,0.7104234391534392,0.8133333333333334,90
0.7066666666666667,0.86196,0.92,0.7020720105820106,0.8066666666666666,91
0.6842266666666668,0.8150733333333335,0.84,0.6877542857142859,0.8,92
0.7106533333333334,0.8359066666666666,0.8666666666666667,0.7055009523809523,0.84,93
0.722,0.80126,0.92,0.7301848148148148,0.8333333333333334,94
0.6953466666666669,0.83264,0.92,0.7568377777777778,0.81,95
0.6990999999999998,0.8201466666666666,0.8133333333333334,0.6744779365079365,0.8033333333333333,96
0.7137933333333334,0.8150533333333332,0.88,0.7008826984126985,0.8233333333333334,97
0.6933400000000002,0.7963066666666666,0.84,0.7032761904761906,0.7733333333333333,98
0.6371000000000001,0.8175666666666666,0.84,0.6899047619047618,0.7533333333333333,99
